name,year,selling_price,present_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Model,Location,Color,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
Maruti Suzuki,2016,400000.0,,67850,CNG,Individual,Manual,First,,,,,,Wagon R LXI CNG,Mumbai,Red,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0
Tata,2010,49000.0,,60000,Petrol,Individual,Manual,First,,,,,,Nano Base,Gurgaon,White,624 cc,35@5250,48@3000,RWD,3099.0,1495.0,1652.0,4.0,15.0
Mahindra,2012,379000.0,,88500,Diesel,Individual,Manual,Second,,,,,,Bolero SLX 2WD,Panchkula,White,,,,,,,,,
Maruti Suzuki,2017,610000.0,,105000,Diesel,Corporate,Manual,First,,,,,,Swift VDi,Pune,Silver,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Hyundai,2019,1075000.0,,45000,Petrol,Individual,Automatic,First,,,,,,Creta SX 1.6 AT Petrol,Raipur,White,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
Mercedes-Benz,2021,7500000.0,,8000,Diesel,Individual,Automatic,First,,,,,,E-Class E 220 d Avantgarde,Bangalore,White,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
Toyota,2018,1321000.0,,38000,Petrol,Corporate,Automatic,First,,,,,,Corolla Altis G AT Petrol,Mumbai,Gold,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,4620.0,1775.0,1475.0,5.0,55.0
Maruti Suzuki,2020,950000.0,,55055,Diesel,Individual,Manual,First,,,,,,S-Cross Zeta 1.3,Ludhiana,White,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4300.0,1785.0,1595.0,5.0,48.0
Maruti Suzuki,2021,825000.0,,22000,Petrol,Individual,Manual,First,,,,,,Baleno Zeta 1.2,Raipur,Blue,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
Mitsubishi,2013,1300000.0,,95000,Diesel,Individual,Manual,Second,,,,,,Pajero 2.5 MT,Bangalore,Blue,2477 cc,176 bhp @ 4000 rpm,400 Nm @ 2000 rpm,AWD,4695.0,1815.0,1840.0,7.0,70.0
Maruti Suzuki,2014,465000.0,,25704,Petrol,Individual,Manual,First,,,,,,Swift ZXi,Mumbai,Red,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Maruti Suzuki,2016,475000.0,,55353,Diesel,Individual,Manual,Second,,,,,,Swift DZire VDI,Kanpur,Grey,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
Audi,2015,1775000.0,,80000,Diesel,Individual,Automatic,First,,,,,,Q3 35 TDI Premium,Chennai,Silver,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Volkswagen,2018,825000.0,,62000,Petrol,Corporate,Automatic,First,,,,,,Vento Highline Plus 1.2 (P) AT 16 Alloy,Faridabad,Brown,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,4390.0,1699.0,1467.0,5.0,55.0
Ford,2019,3450000.0,,41526,Diesel,Individual,Automatic,First,,,,,,Endeavour Titanium 3.2 4x4 AT,Coimbatore,Silver,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4892.0,1860.0,1837.0,7.0,80.0
Tata,2018,379000.0,,29434,Petrol,Individual,Manual,Second,,,,,,Tiago Revotron XT [2016-2019],Kolkata,Silver,1047 cc,69 bhp @ 4000 rpm,140 Nm @ 1800 rpm,FWD,3746.0,1647.0,1535.0,5.0,35.0
Datsun,2017,240000.0,,42000,Petrol,Individual,Manual,First,,,,,,Go D,Lucknow,White,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD,3785.0,1635.0,1485.0,5.0,35.0
Kia,2021,1525000.0,,14000,Petrol,Individual,Manual,First,,,,,,Seltos HTK Plus 1.5 [2019-2020],Delhi,Black,1497 cc,114 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0
BMW,2014,1400000.0,,35000,Diesel,Individual,Automatic,First,,,,,,3-Series 320d Sport Line,Kolkata,Brown,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4624.0,2031.0,1429.0,5.0,60.0
Mercedes-Benz,2012,1044999.0,,75000,Diesel,Individual,Automatic,Second,,,,,,C-Class C 250 CDI BlueEFFICIENCY,Mumbai,White,,,,,,,,,
Lamborghini,2016,24000000.0,,6000,Petrol,Individual,Automatic,First,,,,,,Huracan LP 610-4,Delhi,Blue,5204 cc,602 bhp @ 8250 rpm,560 Nm @ 6500 rpm,AWD,4459.0,1924.0,1165.0,2.0,
Mercedes-Benz,2018,2450000.0,,61000,Diesel,Individual,Automatic,Second,,,,,,GLA 200 d Sport,Mumbai,Gold,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4424.0,1804.0,1494.0,5.0,50.0
Mercedes-Benz,2015,1789999.0,,45000,Diesel,Individual,Automatic,First,,,,,,GLA 200 CDI Sport,Lucknow,White,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4417.0,1804.0,1494.0,5.0,50.0
Mercedes-Benz,2019,4275000.0,,31000,Diesel,Individual,Automatic,First,,,,,,C-Class C 220d Progressive [2018-2019],Delhi,Blue,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0
Hyundai,2020,775000.0,,39000,Petrol,Individual,Manual,First,,,,,,Elite i20 Sportz 1.2 MT,Mumbai,White,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4200 rpm,FWD,3995.0,1775.0,1505.0,5.0,37.0
Maruti Suzuki,2012,229999.0,,52000,Petrol,Individual,Manual,First,,,,,,Estilo VXi BS-IV,Pune,White,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3600.0,1495.0,1595.0,5.0,35.0
Maruti Suzuki,2011,280000.0,,54000,CNG,Individual,Manual,First,,,,,,Wagon R LXi CNG,Mumbai,Silver,998 cc,59@6200,77@3500,,3539.0,1475.0,1700.0,5.0,35.0
Hyundai,2018,300000.0,,51000,Petrol,Individual,Manual,First,,,,,,Eon Era +,Kanpur,White,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495.0,1550.0,1500.0,5.0,32.0
Maruti Suzuki,2011,160000.0,,72000,Petrol,Individual,Manual,First,,,,,,Alto VXi (O) [2014-2019],Kanpur,Silver,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545.0,1490.0,1475.0,5.0,35.0
Maruti Suzuki,2011,150000.0,,65000,Petrol,Individual,Manual,First,,,,,,Alto LXi BS-III,Lucknow,White,796 cc,47@6200,62@3000,,3495.0,1475.0,1460.0,5.0,35.0
Mercedes-Benz,2020,8300000.0,,50000,Diesel,Individual,Automatic,First,,,,,,GLE 300d 4MATIC LWB,Navi Mumbai,White,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4924.0,2157.0,1772.0,5.0,93.0
Audi,2016,1685000.0,,80251,Diesel,Individual,Automatic,Second,,,,,,Q3 35 TDI Premium + Sunroof,Delhi,Blue,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Hyundai,2010,270000.0,,86000,Petrol,Individual,Manual,Second,,,,,,i10 Sportz 1.2,Chennai,Grey,1197 cc,80@5200,111@4000,FWD,3565.0,1595.0,1550.0,5.0,35.0
Maruti Suzuki,2014,210000.0,,42505,Petrol,Individual,Manual,First,,,,,,Alto 800 Lxi,Purnea,Red,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0
Hyundai,2017,625000.0,,42000,Petrol,Individual,Manual,First,,,,,,Elite i20 Asta 1.2,Patna,Silver,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
BMW,2017,6900000.0,,42200,Diesel,Individual,Automatic,First,,,,,,7-Series 730Ld M Sport,Mumbai,Black,2993 cc,262 bhp @ 4000 rpm,620 Nm @ 2000 rpm,RWD,5219.0,1902.0,1481.0,4.0,78.0
Kia,2019,1490000.0,,57600,Petrol,Individual,Automatic,First,,,,,,Seltos GTX Plus AT 1.4 [2019-2020],Chennai,White,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0
Mahindra,2018,1095000.0,,57000,Diesel,Individual,Manual,First,,,,,,XUV500 W7 [2018-2020],Lucknow,Black,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
Ford,2014,850000.0,,85000,Diesel,Individual,Automatic,First,,,,,,Endeavour 3.0L 4x4 AT,Zirakpur,Black,2953 cc,154 bhp @ 3200 rpm,380 Nm @ 2500 rpm,AWD,5060.0,1788.0,1826.0,7.0,71.0
Hyundai,2016,1600000.0,,128000,Diesel,Corporate,Automatic,Second,,,,,,Tucson 2WD AT GLS Diesel,Pune,White,1995 cc,182 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4475.0,1850.0,1660.0,5.0,62.0
Toyota,2011,265000.0,,66000,Petrol,Individual,Manual,First,,,,,,Etios V,Delhi,Black,1496 cc,80 bhp @ 5600 rpm,132 Nm @ 3000 rpm,FWD,4265.0,1695.0,1510.0,5.0,45.0
Volkswagen,2013,360000.0,,58000,Petrol,Individual,Manual,First,,,,,,Vento Comfortline Petrol,Chandigarh,Bronze,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4384.0,1699.0,1466.0,5.0,55.0
Maruti Suzuki,2012,350000.0,,89445,Diesel,Individual,Manual,First,,,,,,Ritz Vdi BS-IV,Hyderabad,Grey,1248 cc,75@4000,190@2000,,3715.0,1680.0,1620.0,5.0,43.0
Toyota,2015,1485000.0,,64120,Diesel,Individual,Manual,Second,,,,,,Fortuner 3.0 4x2 MT,Delhi,White,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705.0,1840.0,1850.0,7.0,80.0
Maruti Suzuki,2017,800000.0,,82300,Petrol,Individual,Manual,First,,,,,,Ciaz Alpha 1.4 MT,Pune,White,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Maruti Suzuki,2017,710000.0,,73000,Diesel,Individual,Manual,First,,,,,,Vitara Brezza VDi,Lucknow,White,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,2018,710000.0,,72000,Diesel,Individual,Manual,First,,,,,,S-Cross Alpha 1.6,Lucknow,Blue,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,4300.0,1765.0,1590.0,5.0,48.0
Volkswagen,2018,720000.0,,50197,Petrol,Individual,Manual,First,,,,,,Polo Highline1.0L (P),Pune,Grey,999 cc,75 bhp @ 6200 rpm,95 Nm @ 3000 rpm,FWD,3971.0,1682.0,1469.0,5.0,45.0
Honda,2014,395000.0,,44527,Petrol,Individual,Manual,First,,,,,,Amaze 1.2 S i-VTEC,Mumbai,Brown,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0
Audi,2017,2799000.0,,72400,Diesel,Individual,Automatic,First,,,,,,A4 35 TDI Technology,Bangalore,White,1968 cc,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,FWD,4726.0,1842.0,1427.0,5.0,54.0
Ford,2014,455000.0,,50000,Petrol,Individual,Manual,Second,,,,,,Ecosport Trend 1.5 Ti-VCT,Delhi,White,1499 cc,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD,3999.0,1765.0,1708.0,5.0,52.0
Honda,2014,690000.0,,37000,Petrol,Individual,Manual,First,,,,,,City VX (O) MT,Delhi,White,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mercedes-Benz,2021,13000000.0,,20000,Diesel,Individual,Automatic,First,,,,,,GLS 400d 4MATIC,Delhi,Blue,2925 cc,326 bhp @ 3600 rpm,700 Nm @ 1200 rpm,AWD,5207.0,2157.0,1823.0,7.0,90.0
Tata,2020,1995000.0,,8000,Diesel,Individual,Automatic,First,,,,,,Harrier XZA Plus Dark Edition,Bhubaneswar,Black,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598.0,1894.0,1706.0,5.0,50.0
BMW,2014,1750000.0,,69000,Diesel,Individual,Automatic,Second,,,,,,5-Series 520d Luxury Line,Jalandhar,White,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4899.0,2094.0,1464.0,5.0,65.0
BMW,2019,2900000.0,,25000,Diesel,Individual,Automatic,First,,,,,,X1 sDrive20d xLine,Delhi,White,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454.0,2044.0,1545.0,5.0,63.0
BMW,2022,4500000.0,,17000,Diesel,Individual,Automatic,First,,,,,,X1 sDrive20d xLine,Mumbai,White,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454.0,2044.0,1545.0,5.0,63.0
Honda,2013,450000.0,,61000,Petrol,Individual,Manual,First,,,,,,City 1.5 S MT,Delhi,Maroon,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD,4440.0,1695.0,1485.0,5.0,42.0
BMW,2015,2149000.0,,69000,Diesel,Individual,Automatic,First,,,,,,5-Series 520d Luxury Line [2017-2019],Delhi,Silver,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0
Mercedes-Benz,2015,4200000.0,,77000,Diesel,Individual,Automatic,Second,,,,,,GL-Class 350 CDI,Chennai,Black,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,5120.0,1934.0,1850.0,7.0,100.0
Tata,2018,860000.0,,82200,Diesel,Individual,Manual,First,,,,,,Nexon XT Diesel [2017-2019],Pune,Grey,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD,3994.0,1811.0,1607.0,5.0,44.0
Honda,2018,875000.0,,28000,Petrol,Individual,Manual,First,,,,,,City V,Delhi,Silver,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mahindra,2011,580000.0,,117000,Diesel,Individual,Manual,Second,,,,,,Scorpio VLX 4WD BS-III,Salem,White,2179 cc,122@4000,290@1800,AWD,4430.0,1817.0,1975.0,7.0,60.0
MG,2021,3500000.0,,7900,Diesel,Individual,Automatic,First,,,,,,Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,Hyderabad,Black,1996 cc,215 bhp @ 4000 rpm,480 Nm @ 1500 rpm,AWD,4985.0,1926.0,1867.0,6.0,75.0
Maruti Suzuki,2010,229999.0,,72000,Petrol,Individual,Manual,First,,,,,,Swift DZire VXi,Kanpur,Silver,1298 cc,87@6000,113@4500,FWD,4160.0,1690.0,1530.0,5.0,43.0
Audi,2015,1513000.0,,79000,Diesel,Individual,Automatic,Second,,,,,,Q3 2.0 TDI quattro Premium Plus,Ahmedabad,Blue,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Maruti Suzuki,2013,234000.0,,72600,Petrol,Individual,Manual,First,,,,,,Alto VXi,Panchkula,White,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620.0,1475.0,1460.0,5.0,35.0
Datsun,2018,320000.0,,42313,Petrol,Individual,Automatic,Second,,,,,,Redigo S 1.0 AMT [2018-2019],Bangalore,Grey,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3429.0,1560.0,1541.0,5.0,28.0
BMW,2021,5975000.0,,18000,Diesel,Individual,Automatic,First,,,,,,X3 xDrive 20d Luxury Line [2018-2020],Delhi,White,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657.0,1881.0,1678.0,5.0,67.0
Maruti Suzuki,2019,1025000.0,,90000,Diesel,Individual,Manual,First,,,,,,Vitara Brezza ZDi Plus,Hyderabad,White,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,2010,169000.0,,18500,Petrol,Individual,Manual,First,,,,,,Alto LXi BS-III,Lucknow,Gold,796 cc,47@6200,62@3000,,3495.0,1475.0,1460.0,5.0,35.0
Maruti Suzuki,2017,630000.0,,36000,Diesel,Individual,Manual,First,,,,,,DZire VDi,Patna,Blue,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0
Hyundai,2020,1090000.0,,26200,Petrol,Individual,Automatic,First,,,,,,Venue SX Plus 1.0 Turbo DCT,Delhi,White,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1770.0,1605.0,5.0,45.0
Maruti Suzuki,2019,700000.0,,11000,Petrol,Individual,Manual,Second,,,,,,Swift LXi Special Edition,Chennai,Silver,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3840.0,1735.0,1530.0,5.0,37.0
Maruti Suzuki,2021,661000.0,,14366,Petrol,Individual,Manual,First,,,,,,Swift VXi,Ahmedabad,Others,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3845.0,1735.0,1530.0,5.0,37.0
Tata,2011,250999.0,,98000,Diesel,Individual,Manual,First,,,,,,Grande GX,Mumbai,Silver,2179 cc,120@4000,250@1500,,4421.0,1780.0,1940.0,7.0,65.0
Mahindra,2017,565000.0,,65000,Diesel,Individual,Manual,Second,,,,,,TUV300 T8,Delhi,Red,1493 cc,84 bhp @ 3750 rpm,230 Nm @ 1500 rpm,RWD,3995.0,1835.0,1839.0,7.0,60.0
Toyota,2014,750000.0,,126000,Diesel,Individual,Manual,First,,,,,,Innova 2.5 G 7 STR BS-IV,Delhi,Silver,2494 cc,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD,4585.0,1760.0,1760.0,7.0,55.0
Audi,2015,1850000.0,,71700,Diesel,Individual,Automatic,Second,,,,,,Q3 35 TDI Premium + Sunroof,Navi Mumbai,White,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Mahindra,2016,850000.0,,114000,Diesel,Individual,Manual,First,,,,,,XUV500 W6,Lucknow,White,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
Hyundai,2016,535000.0,,58339,Diesel,Individual,Manual,First,,,,,,Elite i20 Asta 1.4 CRDI [2016-2017],Panchkula,Grey,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Volkswagen,2011,345000.0,,50667,Petrol,Individual,Automatic,Second,,,,,,Vento Highline Petrol AT,Mumbai,White,,,,,,,,,
Maruti Suzuki,2019,770000.0,,72040,Diesel,Individual,Automatic,First,,,,,,DZire VDi AMT,Pune,Silver,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0
BMW,2019,3650000.0,,6000,Petrol,Individual,Automatic,First,,,,,,3-Series 330i M Sport Edition,Delhi,White,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,RWD,4633.0,1811.0,1429.0,5.0,57.0
Kia,2022,1195000.0,,6200,Petrol,Individual,Manual,First,,,,,,Sonet GTX Plus 1.0 iMT [2020-2021],Kolkata,Red,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1790.0,1647.0,5.0,45.0
Mercedes-Benz,2012,1650000.0,,44000,Petrol,Individual,Automatic,Third,,,,,,S-Class 500L,Mumbai,Silver,5461 cc,368 bhp @ 6300 rpm,505 Nm @ 4400 rpm,RWD,5226.0,2120.0,1479.0,5.0,90.0
Skoda,2021,3199000.0,,6900,Petrol,Individual,Automatic,First,,,,,,Superb L&K TSI AT,Kolkata,Brown,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4861.0,1864.0,1483.0,5.0,66.0
Mercedes-Benz,2022,7100000.0,,2500,Petrol,Individual,Automatic,First,,,,,,E-Class E 200 Exclusive [2019-2019],Noida,Grey,1991 cc,194 bhp @ 5800 rpm,300 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
Volkswagen,2016,625000.0,,68000,Petrol,Individual,Automatic,First,,,,,,Polo GT TSI,Delhi,White,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,3971.0,1682.0,1469.0,5.0,45.0
Maruti Suzuki,2018,745000.0,,36000,Diesel,Individual,Manual,First,,,,,,Vitara Brezza VDi,Patna,White,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Hyundai,2021,551000.0,,19000,Petrol,Individual,Manual,First,,,,,,Santro Sportz,Ahmedabad,White,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,3610.0,1645.0,1560.0,5.0,35.0
Mercedes-Benz,2019,5950000.0,,10000,Diesel,Individual,Automatic,First,,,,,,E-Class E 220 d Avantgarde,Chennai,White,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
Land Rover,2019,22000000.0,,35000,Diesel,Individual,Automatic,First,,,,,,Range Rover 3.0 V6 Diesel Vogue,Pune,Blue,2993 cc,244 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,4999.0,2220.0,1835.0,5.0,105.0
MINI,2019,3300000.0,,6400,Diesel,Individual,Automatic,First,,,,,,Cooper D 3 Door,Delhi,Red,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD,3821.0,1727.0,1414.0,5.0,44.0
Ford,2019,3250000.0,,34000,Diesel,Individual,Automatic,First,,,,,,Endeavour Titanium Plus 3.2 4x4 AT,Chennai,White,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4903.0,1869.0,1837.0,7.0,80.0
Renault,2016,690000.0,,35000,Diesel,Individual,Automatic,Second,,,,,,Duster 110 PS RXZ 4X2 AMT Diesel,Delhi,Grey,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0
Maruti Suzuki,2019,894999.0,,46000,Diesel,Individual,Automatic,First,,,,,,Vitara Brezza VDi AGS,Mumbai,White,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Skoda,2016,550000.0,,83000,Diesel,Individual,Manual,First,,,,,,Rapid Ambition 1.6 TDI CR MT,Chandigarh,White,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,FWD,4386.0,1699.0,1466.0,5.0,55.0
Ford,2013,399000.0,,54000,Diesel,Individual,Manual,Third,,,,,,Ecosport Trend 1.5 TDCi,Mumbai,Orange,1498 cc,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,FWD,3999.0,1765.0,1708.0,5.0,52.0
Kia,2020,1275000.0,,42000,Petrol,Individual,Manual,First,,,,,,Seltos HTX 1.5 [2020-2021],Ahmedabad,Black,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0
Maruti Suzuki,2020,535000.0,,41441,Petrol,Individual,Manual,First,,,,,,Eeco 5 STR WITH A/C+HTR [2019-2020],Bangalore,Silver,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675.0,1475.0,1800.0,5.0,40.0
Maruti Suzuki,2018,825000.0,,48174,Diesel,Individual,Manual,First,,,,,,Vitara Brezza VDi,Thane,White,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Ford,2016,585000.0,,62591,Diesel,Individual,Manual,First,,,,,,Ecosport Ambiente 1.5L TDCi,Mumbai,Silver,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3998.0,1765.0,1647.0,5.0,52.0
Honda,2017,675000.0,,48650,Petrol,Individual,Automatic,First,,,,,,Jazz V AT Petrol,Mumbai,Brown,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0
Maruti Suzuki,2017,795000.0,,52245,Diesel,Individual,Manual,First,,,,,,S-Cross Alpha 1.3,Pune,Brown,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4300.0,1785.0,1595.0,5.0,48.0
Mercedes-Benz,2021,6500000.0,,7500,Petrol,Individual,Automatic,First,,,,,,E-Class E 200 Exclusive [2019-2019],Delhi,Black,1991 cc,194 bhp @ 5800 rpm,300 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
Hyundai,2017,611000.0,,65000,Diesel,Individual,Manual,First,,,,,,Elite i20 Sportz 1.4 CRDI,Kheda,White,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Maruti Suzuki,2015,390000.0,,43297,Petrol,Individual,Manual,First,,,,,,Wagon R VXI,Kollam,Red,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0
Maruti Suzuki,2019,650000.0,,44710,Petrol,Individual,Manual,First,,,,,,Swift VXi [2014-2017],Pune,White,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Renault,2013,390000.0,,62000,Diesel,Individual,Manual,First,,,,,,Fluence 1.5 E4,Lucknow,Silver,1461 cc,108 bhp @ 4000 rpm,240 Nm @ 1850 rpm,FWD,4618.0,1813.0,1488.0,5.0,67.0
Audi,2017,2400000.0,,59267,Diesel,Individual,Automatic,First,,,,,,A4 35 TDI Technology,Kolkata,Silver,1968 cc,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,FWD,4726.0,1842.0,1427.0,5.0,54.0
Maruti Suzuki,2011,385000.0,,69000,Petrol,Individual,Manual,First,,,,,,Swift VXi,Hyderabad,Silver,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
